stage1 岩の手前まで230進んで90ジャンプして406歩ゴールまで	REASON stone ACTION move VALUE 230 ACTION jump VALUE 90 ACTION move VALUE 406
stage3 209歩進んで84高さで穴を越えて406歩ゴールへ	REASON hole ACTION move VALUE 209 ACTION jump VALUE 84 ACTION move VALUE 406
stage1 140進んで94ジャンプして166進む	REASON stone ACTION move VALUE 140 ACTION jump VALUE 94 ACTION move VALUE 166
stage2 110移動して162ジャンプ、66移動して173ジャンプ、最後に313移動	REASON stone ACTION move VALUE 110 ACTION jump VALUE 162 ACTION move VALUE 66 ACTION jump VALUE 173 ACTION move VALUE 313
stage2 107移動して60ジャンプ、212移動して62ジャンプ、186移動	REASON stone ACTION move VALUE 107 ACTION jump VALUE 60 ACTION move VALUE 212 ACTION jump VALUE 62 ACTION move VALUE 186
stage1 351進んで135の高さでジャンプして224歩	REASON stone ACTION move VALUE 351 ACTION jump VALUE 135 ACTION move VALUE 224
stage2 1つ目の岩まで251進んで111でジャンプ、2つ目まで93進んで148でジャンプして157進んで	REASON stone ACTION move VALUE 251 ACTION jump VALUE 111 ACTION move VALUE 93 ACTION jump VALUE 148 ACTION move VALUE 157
stage2 岩を2回越えて	REASON stone ACTION move VALUE 85 ACTION jump VALUE 17 ACTION move VALUE 155 ACTION jump VALUE 42 ACTION move VALUE 239
stage3 穴の手前まで201進んで10の高さでジャンプして向こうまで447進んで	REASON hole ACTION move VALUE 201 ACTION jump VALUE 10 ACTION move VALUE 447
stage2 1つ目の岩まで148進んで27でジャンプ、2つ目まで37進んで120でジャンプして164進んで	REASON stone ACTION move VALUE 148 ACTION jump VALUE 27 ACTION move VALUE 37 ACTION jump VALUE 120 ACTION move VALUE 164
stage2 138進んで89の力でジャンプ、55進んで165の力でジャンプして284進んで	REASON stone ACTION move VALUE 138 ACTION jump VALUE 89 ACTION move VALUE 55 ACTION jump VALUE 165 ACTION move VALUE 284
stage3 210歩走って147でとんで355歩すすむ	REASON hole ACTION move VALUE 210 ACTION jump VALUE 147 ACTION move VALUE 355
stage1 ちょうど224進んでから160でジャンプして401進んでね	REASON stone ACTION move VALUE 224 ACTION jump VALUE 160 ACTION move VALUE 401
stage3 207移動して138ジャンプ、着地後460移動	REASON hole ACTION move VALUE 207 ACTION jump VALUE 138 ACTION move VALUE 460
stage1 248歩走って27高さで跳んで122歩進む	REASON stone ACTION move VALUE 248 ACTION jump VALUE 27 ACTION move VALUE 122
stage2 最初に105進んで54ジャンプ、次61進んで105ジャンプ、最後283進む	REASON stone ACTION move VALUE 105 ACTION jump VALUE 54 ACTION move VALUE 61 ACTION jump VALUE 105 ACTION move VALUE 283
stage3 206歩進んで33の高さでジャンプして344歩	REASON hole ACTION move VALUE 206 ACTION jump VALUE 33 ACTION move VALUE 344
stage1 走ってジャンプして	REASON stone ACTION move VALUE 89 ACTION jump VALUE 22 ACTION move VALUE 57
stage2 最初に133進んで118ジャンプ、次22進んで158ジャンプ、最後285進む	REASON stone ACTION move VALUE 133 ACTION jump VALUE 118 ACTION move VALUE 22 ACTION jump VALUE 158 ACTION move VALUE 285
stage2 岩を2回越えて	REASON stone ACTION move VALUE 64 ACTION jump VALUE 44 ACTION move VALUE 50 ACTION jump VALUE 42 ACTION move VALUE 269
stage3 204進んで高さ2でジャンプして4進む	REASON hole ACTION move VALUE 204 ACTION jump VALUE 2 ACTION move VALUE 4
stage2 最初に100進んで136ジャンプ、次68進んで99ジャンプ、最後284進む	REASON stone ACTION move VALUE 100 ACTION jump VALUE 136 ACTION move VALUE 68 ACTION jump VALUE 99 ACTION move VALUE 284
stage2 131歩進んで54で飛んで、59歩進んで111で飛んで258歩すすむ	REASON stone ACTION move VALUE 131 ACTION jump VALUE 54 ACTION move VALUE 59 ACTION jump VALUE 111 ACTION move VALUE 258
stage2 両方の岩を越えて	REASON stone ACTION move VALUE 54 ACTION jump VALUE 3 ACTION move VALUE 59 ACTION jump VALUE 2 ACTION move VALUE 267
stage3 穴の手前まで201進んで45の高さでジャンプして向こうまで403進んで	REASON hole ACTION move VALUE 201 ACTION jump VALUE 45 ACTION move VALUE 403
stage1 267歩走って120高さで跳んで419歩進む	REASON stone ACTION move VALUE 267 ACTION jump VALUE 120 ACTION move VALUE 419
stage3 128歩進んで176の高さでジャンプして134歩	REASON hole ACTION move VALUE 128 ACTION jump VALUE 176 ACTION move VALUE 134
stage2 123歩進んで高さ9でジャンプ、125進んで118でジャンプして160進む	REASON stone ACTION move VALUE 123 ACTION jump VALUE 9 ACTION move VALUE 125 ACTION jump VALUE 118 ACTION move VALUE 160
stage2 2つの石をジャンプして越えて	REASON stone ACTION move VALUE 205 ACTION jump VALUE 37 ACTION move VALUE 81 ACTION jump VALUE 38 ACTION move VALUE 189
stage3 202歩進んで145の高さで穴を跳び越えて477歩進む	REASON hole ACTION move VALUE 202 ACTION jump VALUE 145 ACTION move VALUE 477
stage1 223歩走って高さ156でとんで409歩進む	REASON stone ACTION move VALUE 223 ACTION jump VALUE 156 ACTION move VALUE 409
stage2 111歩進んで高さ21でジャンプ、87進んで63でジャンプして283進む	REASON stone ACTION move VALUE 111 ACTION jump VALUE 21 ACTION move VALUE 87 ACTION jump VALUE 63 ACTION move VALUE 283
stage1 236進んで79の高さでジャンプして168歩	REASON stone ACTION move VALUE 236 ACTION jump VALUE 79 ACTION move VALUE 168
stage2 1つ目の岩まで116進んで50でジャンプ、2つ目まで81進んで105でジャンプして307進んで	REASON stone ACTION move VALUE 116 ACTION jump VALUE 50 ACTION move VALUE 81 ACTION jump VALUE 105 ACTION move VALUE 307
stage1 301歩進んで高さ60でジャンプして323進む	REASON stone ACTION move VALUE 301 ACTION jump VALUE 60 ACTION move VALUE 323
stage2 まず149進んで174の高さでジャンプ、次に17進んで107でジャンプし281進んでゴール	REASON stone ACTION move VALUE 149 ACTION jump VALUE 174 ACTION move VALUE 17 ACTION jump VALUE 107 ACTION move VALUE 281
stage2 1つ目の岩まで102進んで96でジャンプ、2つ目まで86進んで131でジャンプして208進んで	REASON stone ACTION move VALUE 102 ACTION jump VALUE 96 ACTION move VALUE 86 ACTION jump VALUE 131 ACTION move VALUE 208
stage3 147歩走って131でとんで193歩すすむ	REASON hole ACTION move VALUE 147 ACTION jump VALUE 131 ACTION move VALUE 193
stage1 少し走ってから跳んで	REASON stone ACTION move VALUE 90 ACTION jump VALUE 29 ACTION move VALUE 252
stage2 石を2個越えてゴールまで	REASON stone ACTION move VALUE 241 ACTION jump VALUE 5 ACTION move VALUE 78 ACTION jump VALUE 38 ACTION move VALUE 235
stage2 2回ジャンプして進んで	REASON stone ACTION move VALUE 237 ACTION jump VALUE 16 ACTION move VALUE 162 ACTION jump VALUE 12 ACTION move VALUE 191
stage1 366進んで70の高さでジャンプして264歩	REASON stone ACTION move VALUE 366 ACTION jump VALUE 70 ACTION move VALUE 264
stage2 まず132進んで78ジャンプ、次に54進んで79ジャンプ、69進んでゴール	REASON stone ACTION move VALUE 132 ACTION jump VALUE 78 ACTION move VALUE 54 ACTION jump VALUE 79 ACTION move VALUE 69
stage3 203歩進んで164の高さで穴を跳び越えて414歩進む	REASON hole ACTION move VALUE 203 ACTION jump VALUE 164 ACTION move VALUE 414
stage2 最初に144進んで156ジャンプ、次32進んで88ジャンプ、最後292進む	REASON stone ACTION move VALUE 144 ACTION jump VALUE 156 ACTION move VALUE 32 ACTION jump VALUE 88 ACTION move VALUE 292
stage1 235移動してから高さ50でジャンプし、437移動して	REASON stone ACTION move VALUE 235 ACTION jump VALUE 50 ACTION move VALUE 437
stage2 まず198進んで151ジャンプ、次に105進んで75ジャンプ、272進んでゴール	REASON stone ACTION move VALUE 198 ACTION jump VALUE 151 ACTION move VALUE 105 ACTION jump VALUE 75 ACTION move VALUE 272
stage3 127歩走って25でとんで140歩すすむ	REASON hole ACTION move VALUE 127 ACTION jump VALUE 25 ACTION move VALUE 140
stage2 まず148進んで91の高さでジャンプ、次に22進んで165でジャンプし325進んでゴール	REASON stone ACTION move VALUE 148 ACTION jump VALUE 91 ACTION move VALUE 22 ACTION jump VALUE 165 ACTION move VALUE 325
stage2 117歩走って81高さで跳んで56歩進んで161高さで跳んで308歩ゴール	REASON stone ACTION move VALUE 117 ACTION jump VALUE 81 ACTION move VALUE 56 ACTION jump VALUE 161 ACTION move VALUE 308
stage1 スタートから243進んで高さ68でジャンプして414進んでゴール	REASON stone ACTION move VALUE 243 ACTION jump VALUE 68 ACTION move VALUE 414
stage1 岩を飛び越えて	REASON stone ACTION move VALUE 100 ACTION jump VALUE 23 ACTION move VALUE 229
stage2 144歩進んで175で飛んで、26歩進んで172で飛んで304歩すすむ	REASON stone ACTION move VALUE 144 ACTION jump VALUE 175 ACTION move VALUE 26 ACTION jump VALUE 172 ACTION move VALUE 304
stage3 206進んで高さ163でジャンプして381進む	REASON hole ACTION move VALUE 206 ACTION jump VALUE 163 ACTION move VALUE 381
stage2 114移動して123ジャンプ、130移動して167ジャンプ、389移動	REASON stone ACTION move VALUE 114 ACTION jump VALUE 123 ACTION move VALUE 130 ACTION jump VALUE 167 ACTION move VALUE 389
stage3 147進んで高さ125でジャンプして168進む	REASON hole ACTION move VALUE 147 ACTION jump VALUE 125 ACTION move VALUE 168
stage3 207移動して23ジャンプ、着地後410移動	REASON hole ACTION move VALUE 207 ACTION jump VALUE 23 ACTION move VALUE 410
stage3 穴を越えてゴールへ	REASON hole ACTION move VALUE 212 ACTION jump VALUE 137 ACTION move VALUE 31
stage3 スタートから208進んで高さ30でジャンプして411進んでゴール	REASON hole ACTION move VALUE 208 ACTION jump VALUE 30 ACTION move VALUE 411
stage1 222歩進んで高さ128でジャンプして404進む	REASON stone ACTION move VALUE 222 ACTION jump VALUE 128 ACTION move VALUE 404
stage2 石を2個越えてゴールまで	REASON stone ACTION move VALUE 197 ACTION jump VALUE 1 ACTION move VALUE 55 ACTION jump VALUE 17 ACTION move VALUE 106
stage1 まず235進んで、116でジャンプして、その後441進んで	REASON stone ACTION move VALUE 235 ACTION jump VALUE 116 ACTION move VALUE 441
stage2 138進んで85の力でジャンプ、28進んで63の力でジャンプして325進んで	REASON stone ACTION move VALUE 138 ACTION jump VALUE 85 ACTION move VALUE 28 ACTION jump VALUE 63 ACTION move VALUE 325
stage3 206進んで112ジャンプしてから461進んで	REASON hole ACTION move VALUE 206 ACTION jump VALUE 112 ACTION move VALUE 461
stage3 193移動して350移動	REASON hole ACTION move VALUE 193 ACTION move VALUE 350
stage2 まず128進んで98の高さでジャンプ、次に42進んで171でジャンプし324進んでゴール	REASON stone ACTION move VALUE 128 ACTION jump VALUE 98 ACTION move VALUE 42 ACTION jump VALUE 171 ACTION move VALUE 324
stage1 249歩走って高さ67でとんで362歩進む	REASON stone ACTION move VALUE 249 ACTION jump VALUE 67 ACTION move VALUE 362
stage3 322進んで高さ137でジャンプして193進む	REASON hole ACTION move VALUE 322 ACTION jump VALUE 137 ACTION move VALUE 193
stage1 231進んで131の高さでジャンプして418歩すすむ	REASON stone ACTION move VALUE 231 ACTION jump VALUE 131 ACTION move VALUE 418
stage3 スタートから207進んで高さ110でジャンプして434進んでゴール	REASON hole ACTION move VALUE 207 ACTION jump VALUE 110 ACTION move VALUE 434
stage3 大きな穴を跳び越えて	REASON hole ACTION move VALUE 309 ACTION jump VALUE 33 ACTION move VALUE 56
stage3 202進んで19ジャンプしてから421進んで	REASON hole ACTION move VALUE 202 ACTION jump VALUE 19 ACTION move VALUE 421
stage1 岩の手前まで247進んで120ジャンプして431歩ゴールまで	REASON stone ACTION move VALUE 247 ACTION jump VALUE 120 ACTION move VALUE 431
stage2 103移動して16ジャンプ、41移動して161ジャンプ、159移動	REASON stone ACTION move VALUE 103 ACTION jump VALUE 16 ACTION move VALUE 41 ACTION jump VALUE 161 ACTION move VALUE 159
stage2 最初に119進んで168ジャンプ、次74進んで158ジャンプ、最後305進む	REASON stone ACTION move VALUE 119 ACTION jump VALUE 168 ACTION move VALUE 74 ACTION jump VALUE 158 ACTION move VALUE 305
stage2 124歩進んで高さ49でジャンプ、47進んで86でジャンプして135進む	REASON stone ACTION move VALUE 124 ACTION jump VALUE 49 ACTION move VALUE 47 ACTION jump VALUE 86 ACTION move VALUE 135
stage3 206進んで15ジャンプしてから439進んで	REASON hole ACTION move VALUE 206 ACTION jump VALUE 15 ACTION move VALUE 439
stage3 209歩走って166でとんで447歩すすむ	REASON hole ACTION move VALUE 209 ACTION jump VALUE 166 ACTION move VALUE 447
stage1 343進んで86の高さでジャンプして309歩	REASON stone ACTION move VALUE 343 ACTION jump VALUE 86 ACTION move VALUE 309
stage2 107歩進んで高さ101でジャンプ、続けて51進んで110でジャンプして335進む	REASON stone ACTION move VALUE 107 ACTION jump VALUE 101 ACTION move VALUE 51 ACTION jump VALUE 110 ACTION move VALUE 335
stage1 229移動してから高さ67でジャンプし、449移動して	REASON stone ACTION move VALUE 229 ACTION jump VALUE 67 ACTION move VALUE 449
stage2 168移動して81ジャンプ、105移動して148ジャンプ、279移動	REASON stone ACTION move VALUE 168 ACTION jump VALUE 81 ACTION move VALUE 105 ACTION jump VALUE 148 ACTION move VALUE 279
stage1 233進んで30ジャンプして289進む	REASON stone ACTION move VALUE 233 ACTION jump VALUE 30 ACTION move VALUE 289
stage3 大きな穴を跳び越えて	REASON hole ACTION move VALUE 235 ACTION jump VALUE 101 ACTION move VALUE 85
stage3 205進んで高さ61でジャンプして387進む	REASON hole ACTION move VALUE 205 ACTION jump VALUE 61 ACTION move VALUE 387
stage3 246歩進んで159の高さでジャンプして85歩	REASON hole ACTION move VALUE 246 ACTION jump VALUE 159 ACTION move VALUE 85
stage2 147移動して65ジャンプ、50移動して85ジャンプ、最後に299移動	REASON stone ACTION move VALUE 147 ACTION jump VALUE 65 ACTION move VALUE 50 ACTION jump VALUE 85 ACTION move VALUE 299
stage3 134歩走って31でとんで167歩すすむ	REASON hole ACTION move VALUE 134 ACTION jump VALUE 31 ACTION move VALUE 167
stage1 ちょうど244進んでから135でジャンプして436進んでね	REASON stone ACTION move VALUE 244 ACTION jump VALUE 135 ACTION move VALUE 436
stage1 239進んで60ジャンプして185進む	REASON stone ACTION move VALUE 239 ACTION jump VALUE 60 ACTION move VALUE 185
stage1 245移動してから高さ101でジャンプし、426移動して	REASON stone ACTION move VALUE 245 ACTION jump VALUE 101 ACTION move VALUE 426
stage3 209歩進んで139の高さでジャンプして242歩	REASON hole ACTION move VALUE 209 ACTION jump VALUE 139 ACTION move VALUE 242
stage2 1つ目の岩まで254進んで170でジャンプ、2つ目まで97進んで141でジャンプして399進んで	REASON stone ACTION move VALUE 254 ACTION jump VALUE 170 ACTION move VALUE 97 ACTION jump VALUE 141 ACTION move VALUE 399
stage1 145歩走って108高さで跳んで311歩進む	REASON stone ACTION move VALUE 145 ACTION jump VALUE 108 ACTION move VALUE 311
stage2 114歩進んで131で飛んで、72歩進んで132で飛んで274歩すすむ	REASON stone ACTION move VALUE 114 ACTION jump VALUE 131 ACTION move VALUE 72 ACTION jump VALUE 132 ACTION move VALUE 274
stage1 95歩進んで高さ167でジャンプして230進む	REASON stone ACTION move VALUE 95 ACTION jump VALUE 167 ACTION move VALUE 230
stage1 226進んで117の高さでジャンプして358歩すすむ	REASON stone ACTION move VALUE 226 ACTION jump VALUE 117 ACTION move VALUE 358
stage2 112移動して113ジャンプ、78移動して35ジャンプ、109移動	REASON stone ACTION move VALUE 112 ACTION jump VALUE 113 ACTION move VALUE 78 ACTION jump VALUE 35 ACTION move VALUE 109
stage2 1つ目の岩まで107進んで139でジャンプ、2つ目まで65進んで167でジャンプして159進んで	REASON stone ACTION move VALUE 107 ACTION jump VALUE 139 ACTION move VALUE 65 ACTION jump VALUE 167 ACTION move VALUE 159
stage1 240歩走って高さ100でとんで359歩進む	REASON stone ACTION move VALUE 240 ACTION jump VALUE 100 ACTION move VALUE 359
stage1 ちょうど225進んでから88でジャンプして384進んでね	REASON stone ACTION move VALUE 225 ACTION jump VALUE 88 ACTION move VALUE 384
stage1 237歩走って36高さで跳んで442歩進む	REASON stone ACTION move VALUE 237 ACTION jump VALUE 36 ACTION move VALUE 442
stage3 209移動して24ジャンプ、着地後414移動	REASON hole ACTION move VALUE 209 ACTION jump VALUE 24 ACTION move VALUE 414
stage2 1つ目の岩まで125進んで130でジャンプ、2つ目まで66進んで121でジャンプして270進んで	REASON stone ACTION move VALUE 125 ACTION jump VALUE 130 ACTION move VALUE 66 ACTION jump VALUE 121 ACTION move VALUE 270
stage3 穴の手前まで207進んで170の高さでジャンプして向こうまで466進んで	REASON hole ACTION move VALUE 207 ACTION jump VALUE 170 ACTION move VALUE 466
stage1 石を跳び越えて	REASON stone ACTION move VALUE 289 ACTION jump VALUE 27 ACTION move VALUE 165
stage3 大きな穴を跳び越えて	REASON hole ACTION move VALUE 47 ACTION jump VALUE 2 ACTION move VALUE 165
stage1 221進んで126の高さでジャンプして443歩すすむ	REASON stone ACTION move VALUE 221 ACTION jump VALUE 126 ACTION move VALUE 443
stage2 まず123進んで106の高さでジャンプ、次に41進んで84でジャンプし327進んでゴール	REASON stone ACTION move VALUE 123 ACTION jump VALUE 106 ACTION move VALUE 41 ACTION jump VALUE 84 ACTION move VALUE 327
stage3 205歩走って87歩進む	REASON hole ACTION move VALUE 205 ACTION move VALUE 87
stage1 ちょうど241進んでから90でジャンプして426進んでね	REASON stone ACTION move VALUE 241 ACTION jump VALUE 90 ACTION move VALUE 426
stage3 201進んで高さ26でジャンプして401進む	REASON hole ACTION move VALUE 201 ACTION jump VALUE 26 ACTION move VALUE 401
stage3 203歩進んで24高さで穴を越えて476歩ゴールへ	REASON hole ACTION move VALUE 203 ACTION jump VALUE 24 ACTION move VALUE 476
stage2 138移動して162ジャンプ、14移動して82ジャンプ、最後に286移動	REASON stone ACTION move VALUE 138 ACTION jump VALUE 162 ACTION move VALUE 14 ACTION jump VALUE 82 ACTION move VALUE 286
stage1 249歩走って57高さで跳んで142歩進む	REASON stone ACTION move VALUE 249 ACTION jump VALUE 57 ACTION move VALUE 142
stage3 122進んで146ジャンプして236進む	REASON hole ACTION move VALUE 122 ACTION jump VALUE 146 ACTION move VALUE 236
stage1 246進んで高さ61でジャンプしてから427進んで	REASON stone ACTION move VALUE 246 ACTION jump VALUE 61 ACTION move VALUE 427
stage3 穴を飛んで進んで	REASON hole ACTION move VALUE 57 ACTION jump VALUE 27 ACTION move VALUE 82
stage3 171進んで174進む	REASON hole ACTION move VALUE 171 ACTION move VALUE 174
stage1 少し走ってから跳んで	REASON stone ACTION move VALUE 77 ACTION jump VALUE 36 ACTION move VALUE 185
stage1 岩を飛び越えて	REASON stone ACTION move VALUE 83 ACTION jump VALUE 7 ACTION move VALUE 160
stage2 まず104進んで170の高さでジャンプ、次に48進んで123でジャンプし330進んでゴール	REASON stone ACTION move VALUE 104 ACTION jump VALUE 170 ACTION move VALUE 48 ACTION jump VALUE 123 ACTION move VALUE 330
stage2 121移動して36ジャンプ、84移動して168ジャンプ、218移動	REASON stone ACTION move VALUE 121 ACTION jump VALUE 36 ACTION move VALUE 84 ACTION jump VALUE 168 ACTION move VALUE 218
stage3 大きな穴を飛び越えて	REASON hole ACTION move VALUE 297 ACTION jump VALUE 45 ACTION move VALUE 161
stage2 1つ目の岩まで144進んで175でジャンプ、2つ目まで18進んで81でジャンプして285進んで	REASON stone ACTION move VALUE 144 ACTION jump VALUE 175 ACTION move VALUE 18 ACTION jump VALUE 81 ACTION move VALUE 285
stage1 247進んで92ジャンプして198進む	REASON stone ACTION move VALUE 247 ACTION jump VALUE 92 ACTION move VALUE 198
stage1 まず238進んで、108でジャンプして、その後417進んで	REASON stone ACTION move VALUE 238 ACTION jump VALUE 108 ACTION move VALUE 417
stage3 193進んで104進む	REASON hole ACTION move VALUE 193 ACTION move VALUE 104
stage1 1個の岩を223進んで97ジャンプして365進んで越える	REASON stone ACTION move VALUE 223 ACTION jump VALUE 97 ACTION move VALUE 365
stage2 1つ目の岩まで149進んで139でジャンプ、2つ目まで27進んで87でジャンプして284進んで	REASON stone ACTION move VALUE 149 ACTION jump VALUE 139 ACTION move VALUE 27 ACTION jump VALUE 87 ACTION move VALUE 284
stage1 225進んで180の高さでジャンプして418歩すすむ	REASON stone ACTION move VALUE 225 ACTION jump VALUE 180 ACTION move VALUE 418
stage3 穴を越えてゴールへ	REASON hole ACTION move VALUE 95 ACTION jump VALUE 125 ACTION move VALUE 41
stage2 146歩進んで高さ76でジャンプ、続けて42進んで135でジャンプして259進む	REASON stone ACTION move VALUE 146 ACTION jump VALUE 76 ACTION move VALUE 42 ACTION jump VALUE 135 ACTION move VALUE 259
stage3 90進んで高さ106でジャンプして230進む	REASON hole ACTION move VALUE 90 ACTION jump VALUE 106 ACTION move VALUE 230
stage1 346進んで105ジャンプして292進む	REASON stone ACTION move VALUE 346 ACTION jump VALUE 105 ACTION move VALUE 292
stage2 102歩進んで152で飛んで、51歩進んで99で飛んで323歩すすむ	REASON stone ACTION move VALUE 102 ACTION jump VALUE 152 ACTION move VALUE 51 ACTION jump VALUE 99 ACTION move VALUE 323
stage2 143進んで63の力でジャンプ、47進んで135の力でジャンプして248進んで	REASON stone ACTION move VALUE 143 ACTION jump VALUE 63 ACTION move VALUE 47 ACTION jump VALUE 135 ACTION move VALUE 248
stage1 242歩進んで高さ37でジャンプして400進む	REASON stone ACTION move VALUE 242 ACTION jump VALUE 37 ACTION move VALUE 400
stage2 2回ジャンプして進んで	REASON stone ACTION move VALUE 66 ACTION jump VALUE 33 ACTION move VALUE 157 ACTION jump VALUE 30 ACTION move VALUE 75
stage1 まず249進んで、142でジャンプして、その後404進んで	REASON stone ACTION move VALUE 249 ACTION jump VALUE 142 ACTION move VALUE 404
stage1 238進んで高さ131でジャンプしてから438進んで	REASON stone ACTION move VALUE 238 ACTION jump VALUE 131 ACTION move VALUE 438
stage1 237歩走って高さ117でとんで359歩進む	REASON stone ACTION move VALUE 237 ACTION jump VALUE 117 ACTION move VALUE 359
stage1 233進んで13の高さでジャンプして406歩	REASON stone ACTION move VALUE 233 ACTION jump VALUE 13 ACTION move VALUE 406
stage3 201進んで154でしっかりジャンプしてから430進んでゴール	REASON hole ACTION move VALUE 201 ACTION jump VALUE 154 ACTION move VALUE 430
stage2 117移動して126ジャンプ、47移動して126ジャンプ、最後に302移動	REASON stone ACTION move VALUE 117 ACTION jump VALUE 126 ACTION move VALUE 47 ACTION jump VALUE 126 ACTION move VALUE 302
stage3 穴の向こうまで跳んで	REASON hole ACTION move VALUE 307 ACTION jump VALUE 88 ACTION move VALUE 120
stage3 208歩走って10でとんで394歩すすむ	REASON hole ACTION move VALUE 208 ACTION jump VALUE 10 ACTION move VALUE 394
stage1 53歩進んで高さ104でジャンプして428進む	REASON stone ACTION move VALUE 53 ACTION jump VALUE 104 ACTION move VALUE 428
stage1 241進んで高さ117でジャンプしてから359進んで	REASON stone ACTION move VALUE 241 ACTION jump VALUE 117 ACTION move VALUE 359
stage1 走ってジャンプして	REASON stone ACTION move VALUE 388 ACTION jump VALUE 32 ACTION move VALUE 104
stage1 238進んで高さ112でジャンプしてから362進んで	REASON stone ACTION move VALUE 238 ACTION jump VALUE 112 ACTION move VALUE 362
stage3 203移動して7ジャンプ、着地後460移動	REASON hole ACTION move VALUE 203 ACTION jump VALUE 7 ACTION move VALUE 460
stage1 245進んで高さ82でジャンプしてから351進んで	REASON stone ACTION move VALUE 245 ACTION jump VALUE 82 ACTION move VALUE 351
stage1 岩の手前まで240進んで179ジャンプして394歩ゴールまで	REASON stone ACTION move VALUE 240 ACTION jump VALUE 179 ACTION move VALUE 394
stage1 235歩走って高さ143でとんで365歩進む	REASON stone ACTION move VALUE 235 ACTION jump VALUE 143 ACTION move VALUE 365
stage1 230歩進んで高さ133でジャンプして180進む	REASON stone ACTION move VALUE 230 ACTION jump VALUE 133 ACTION move VALUE 180
stage3 204移動して35ジャンプ、着地後414移動	REASON hole ACTION move VALUE 204 ACTION jump VALUE 35 ACTION move VALUE 414
stage3 205歩走って67でとんで458歩すすむ	REASON hole ACTION move VALUE 205 ACTION jump VALUE 67 ACTION move VALUE 458
stage2 103移動して126ジャンプ、63移動して94ジャンプ、8移動	REASON stone ACTION move VALUE 103 ACTION jump VALUE 126 ACTION move VALUE 63 ACTION jump VALUE 94 ACTION move VALUE 8
stage3 201歩走って87でとんで417歩すすむ	REASON hole ACTION move VALUE 201 ACTION jump VALUE 87 ACTION move VALUE 417
stage2 まず121進んで91の高さでジャンプ、次に75進んで167でジャンプし266進んでゴール	REASON stone ACTION move VALUE 121 ACTION jump VALUE 91 ACTION move VALUE 75 ACTION jump VALUE 167 ACTION move VALUE 266
stage3 205移動して99ジャンプ、着地後463移動	REASON hole ACTION move VALUE 205 ACTION jump VALUE 99 ACTION move VALUE 463
stage2 108歩進んで172で飛んで、62歩進んで113で飛んで260歩すすむ	REASON stone ACTION move VALUE 108 ACTION jump VALUE 172 ACTION move VALUE 62 ACTION jump VALUE 113 ACTION move VALUE 260
stage2 1つ目の岩まで136進んで25でジャンプ、2つ目まで75進んで94でジャンプして190進んで	REASON stone ACTION move VALUE 136 ACTION jump VALUE 25 ACTION move VALUE 75 ACTION jump VALUE 94 ACTION move VALUE 190
stage1 スタートから250進んで高さ110でジャンプして350進んでゴール	REASON stone ACTION move VALUE 250 ACTION jump VALUE 110 ACTION move VALUE 350
stage1 164歩進んで高さ79でジャンプして481進む	REASON stone ACTION move VALUE 164 ACTION jump VALUE 79 ACTION move VALUE 481
stage3 穴の向こうまで跳んで	REASON hole ACTION move VALUE 232 ACTION jump VALUE 148 ACTION move VALUE 88
stage1 岩を飛び越えて	REASON stone ACTION move VALUE 361 ACTION jump VALUE 28 ACTION move VALUE 95
stage1 235進んで高さ113でジャンプしてから354進んで	REASON stone ACTION move VALUE 235 ACTION jump VALUE 113 ACTION move VALUE 354
stage1 岩を越えてゴールまで進んで	REASON stone ACTION move VALUE 369 ACTION jump VALUE 34 ACTION move VALUE 292
stage3 穴を越えてゴールへ	REASON hole ACTION move VALUE 225 ACTION jump VALUE 27 ACTION move VALUE 133
stage3 149進んで高さ28でジャンプして111進む	REASON hole ACTION move VALUE 149 ACTION jump VALUE 28 ACTION move VALUE 111
stage2 2個の岩を飛び越えてゴールへ	REASON stone ACTION move VALUE 242 ACTION jump VALUE 30 ACTION move VALUE 83 ACTION jump VALUE 29 ACTION move VALUE 254
stage3 249歩進んで54の高さでジャンプして226歩	REASON hole ACTION move VALUE 249 ACTION jump VALUE 54 ACTION move VALUE 226
stage3 204移動して201移動	REASON hole ACTION move VALUE 204 ACTION move VALUE 201
stage3 208歩走って12でとんで380歩すすむ	REASON hole ACTION move VALUE 208 ACTION jump VALUE 12 ACTION move VALUE 380
stage3 203歩進んで11の高さで穴を跳び越えて431歩進む	REASON hole ACTION move VALUE 203 ACTION jump VALUE 11 ACTION move VALUE 431
stage3 スタートから205進んで高さ138でジャンプして419進んでゴール	REASON hole ACTION move VALUE 205 ACTION jump VALUE 138 ACTION move VALUE 419
stage3 穴をジャンプして越えて	REASON hole ACTION move VALUE 300 ACTION jump VALUE 40 ACTION move VALUE 112
stage3 129進んで169ジャンプして311進む	REASON hole ACTION move VALUE 129 ACTION jump VALUE 169 ACTION move VALUE 311
stage1 127進んで148の高さでジャンプして439歩	REASON stone ACTION move VALUE 127 ACTION jump VALUE 148 ACTION move VALUE 439
stage2 123歩進んで高さ71でジャンプ、64進んで38でジャンプして232進む	REASON stone ACTION move VALUE 123 ACTION jump VALUE 71 ACTION move VALUE 64 ACTION jump VALUE 38 ACTION move VALUE 232
stage2 139進んで80の力でジャンプ、19進んで74の力でジャンプして322進んで	REASON stone ACTION move VALUE 139 ACTION jump VALUE 80 ACTION move VALUE 19 ACTION jump VALUE 74 ACTION move VALUE 322
